dataset,filename,label,convnet_128,convnet_128_class,resnet_512,resnet_512_class,rocket_512,rocket_512_class,Oracle,Avg Ens,AE,CNN,HBOS,IFOREST,IFOREST1,LOF,LSTM,MP,NORMA,OCSVM,PCA,POLY,period_length,ratio,nb_anomaly,average_anom_length,median_anom_length,std_anom_length,data_len,point_anom,seq_anom,mixed_anom,type_an
KDD21,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.out,NORMA,0.1137431125146275,LSTM,0.7468020689498455,MP,0.2098626970252414,LOF,0.8548102356633297,0.7451032066818787,0.1467185939551657,0.6496858105418125,0.4052610193339853,0.6913826515929447,0.0664216208266917,0.2098626970252414,0.1137431125146275,0.7468020689498455,0.8548102356633297,0.2630162926026993,0.3030716330819011,0.3562353562052654,178.0,0.048900423,1.0,358.0,358.0,0.0,7321.0,0.0,1.0,0.0,sequence
KDD21,141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.out,NORMA,0.7274426751142847,MP,0.7274426751142847,MP,0.7274426751142847,MP,0.8580448497901768,0.8178900783623784,0.1369667197913411,0.7550272665163347,0.0182754449973041,0.6729137057900282,0.029413841544351,0.4180773361280839,0.1233040452286075,0.7274426751142847,0.8580448497901768,0.3494456693377086,0.0151205314409,0.0649083160124508,173.0,0.0229265,1.0,170.0,170.0,0.0,7415.0,0.0,1.0,0.0,sequence
KDD21,142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,NORMA,0.8636873886862927,MP,0.8636873886862927,MP,0.0287260770137426,LOF,0.9169436603203538,0.9204452394561587,0.3898187802675377,0.2481022287979631,0.6908748532668658,0.861965878952262,0.1373289906897409,0.0287260770137426,0.0158500915163144,0.8636873886862927,0.9169436603203538,0.572826385090309,0.9012355529383989,0.016183148961599,154.0,0.020250849,1.0,155.0,155.0,0.0,7654.0,0.0,1.0,0.0,sequence
KDD21,144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,MP,0.13975282780457,MP,0.0058538240785279,NORMA,0.13975282780457,MP,0.13975282780457,0.008147515999992,0.0114102025069886,0.0112919324897088,0.0128796625872423,0.0068602341744024,0.0072556222963341,0.008958286870454,0.007390471577456,0.13975282780457,0.0058538240785279,0.0266564827015546,0.0086573841229215,0.0073369891688837,175.0,0.010931876,1.0,82.0,82.0,0.0,7501.0,0.0,1.0,0.0,sequence
KDD21,148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.out,NORMA,0.0116502125363635,LOF,0.5229432463529642,NORMA,0.0116502125363635,LOF,0.5229432463529642,0.1050408333645021,0.1911094167340274,0.0775226942050715,0.0269083692066709,0.0170400252378957,0.004438883759708,0.0116502125363635,0.0089402137725382,0.0914050898257294,0.5229432463529642,0.2384318436755141,0.0117045289539,0.0053874966825217,34.0,0.004323821,1.0,130.0,130.0,0.0,30066.0,0.0,1.0,0.0,sequence
KDD21,153_UCR_Anomaly_PowerDemand2_14000_23357_23717.out,OCSVM,0.0302484956070991,MP,0.0694109569865199,LOF,0.0694109569865199,LOF,0.733531782883316,0.0173870268047886,0.2023898182758026,0.0441307082250524,0.0064060080637817,0.0062542357760128,0.0082007939342961,0.0694109569865199,0.0836290740044209,0.0302484956070991,0.0395412516440772,0.733531782883316,0.0060493163053885,0.0069513353647328,168.0,0.012027664,1.0,360.0,360.0,0.0,29931.0,0.0,1.0,0.0,sequence
KDD21,161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995.out,OCSVM,0.4818703881510252,OCSVM,0.0335394521984099,NORMA,0.0275664779017054,LOF,0.4818703881510252,0.0198429595927405,0.2735527641635271,0.0381928334628794,0.0178402271497496,0.0176793662549896,0.0239111665295949,0.0275664779017054,0.0267048120728494,0.0620937018415084,0.0335394521984099,0.4818703881510252,0.0177719203174221,0.0224288379930868,115.0,0.034560144,1.0,231.0,231.0,0.0,6684.0,0.0,1.0,0.0,sequence
KDD21,164_UCR_Anomaly_apneaecg3_5000_11111_11211.out,LOF,0.943842559371136,LOF,0.943842559371136,LOF,0.943842559371136,LOF,0.943842559371136,0.020418470043966,0.0157101451818912,0.0566999807360433,0.0033633799893655,0.003775803765284,0.0035842538817252,0.943842559371136,0.0202020867790846,0.4008835012251797,0.3624468613046837,0.0017440199253125,0.0025781890192644,0.0033140874058908,40.0,0.002605592,1.0,100.0,100.0,0.0,38379.0,0.0,1.0,0.0,sequence
KDD21,166_UCR_Anomaly_apneaecg_10000_12240_12308.out,LOF,0.8813031590911917,LOF,0.8813031590911917,LOF,0.8813031590911917,LOF,0.8813031590911917,0.0472896957760614,0.0273305961507685,0.0101219894118655,0.002070834675804,0.001797948166142,0.0018094776524274,0.8813031590911917,0.0046308093627179,0.2224423031335916,0.7821599282820705,0.0483341739494034,0.0027680956253218,0.0020718436830717,40.0,0.001766188,1.0,68.0,68.0,0.0,38501.0,0.0,1.0,0.0,sequence
KDD21,169_UCR_Anomaly_gait3_24500_59900_60500.out,OCSVM,0.0423723081768802,LOF,0.0423723081768802,LOF,0.0423723081768802,LOF,0.1305231935172547,0.018366711732652,0.0090182581392434,0.0196502385148616,0.0076917118321643,0.0155902428205995,0.0124374417655349,0.0423723081768802,0.0127872099439542,0.0187423355004078,0.0151866836149544,0.1305231935172547,0.0143970733025029,0.0132958416353547,125.0,0.009230769,1.0,600.0,600.0,0.0,65000.0,0.0,1.0,0.0,sequence
KDD21,170_UCR_Anomaly_gaitHunt1_18500_33070_33180.out,LOF,0.01072891352025,IFOREST,0.5086367891657604,LOF,0.5086367891657604,LOF,0.5086367891657604,0.070371884706187,0.0023537314311449,0.0034093126628982,0.0021663083091386,0.01072891352025,0.2484193052118116,0.5086367891657604,0.0045362540611537,0.1349785623738549,0.1141080469450044,0.0010218221880338,0.0013865625203186,0.0020029717541854,125.0,0.00171875,1.0,110.0,110.0,0.0,64000.0,0.0,1.0,0.0,sequence
KDD21,173_UCR_Anomaly_insectEPG1_3000_7000_7030.out,MP,0.6729882910035487,MP,0.5356413245223175,LOF,0.5356413245223175,LOF,0.6729882910035487,0.118142792585329,0.0884579551287683,0.0085712489727123,0.0159687942673854,0.0620025998002607,0.0038790851796978,0.5356413245223175,0.0059564862880403,0.6729882910035487,0.2987046671547681,0.009253164706369,0.0078942365153577,0.0093229774309739,26.0,0.0029997,1.0,30.0,30.0,0.0,10001.0,0.0,1.0,0.0,sequence
KDD21,176_UCR_Anomaly_insectEPG4_1300_6508_6558.out,LOF,0.7293691733328804,MP,0.7293691733328804,MP,0.9105243063746616,LOF,0.9105243063746616,0.1707990534407143,0.3536555753973689,0.0391242681054571,0.1135574239311709,0.0350437429905498,0.0093452664704868,0.9105243063746616,0.0473234038170083,0.7293691733328804,0.7773920455733023,0.0025372907272102,0.0025055643048203,0.0026604235394274,26.0,0.005001,1.0,50.0,50.0,0.0,9998.0,0.0,1.0,0.0,sequence
KDD21,177_UCR_Anomaly_insectEPG5_3200_8500_8501.out,POLY,0.0151515151515151,MP,0.125,LOF,0.125,LOF,0.5125,0.0135135135135135,0.02,0.000126454223571,5.002501250625313e-05,0.0035211267605633,5.2675937631689846e-05,0.125,0.0001283697047496,0.0151515151515151,0.0151515151515151,0.025,0.0006648936170212,0.5125,26.0,9.97e-05,1.0,1.0,1.0,0.0,10028.0,1.0,0.0,0.0,point
KDD21,178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800.out,NORMA,0.9537205352412448,NORMA,0.9537205352412448,NORMA,0.0020560935685278,LOF,0.9537205352412448,0.9043680851651008,0.908929872708075,0.1428939351862354,0.1087187025373247,0.9153150071102354,0.0150108161046508,0.0020560935685278,0.0143624937591253,0.8413730241031103,0.9537205352412448,0.9109337844581986,0.856477258445028,0.2163734874559655,233.0,0.003563601,1.0,200.0,200.0,0.0,56123.0,0.0,1.0,0.0,sequence
KDD21,180_UCR_Anomaly_ltstdbs30791ES_20000_52600_52800.out,NORMA,0.0020407147539017,PCA,0.9765130488023108,NORMA,0.0301330450520956,LOF,0.9765130488023108,0.0852580255471705,0.3805303169227306,0.0061816367769854,0.0173590401311477,0.0029252511271139,0.0043850997307195,0.0301330450520956,0.0050750531222789,0.7702422648832541,0.9765130488023108,0.3646951615416831,0.0020407147539017,0.0029814377259741,233.0,0.003636364,1.0,200.0,200.0,0.0,55000.0,0.0,1.0,0.0,sequence
KDD21,183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.out,NORMA,0.7213961217048906,NORMA,0.7213961217048906,NORMA,0.080752745051201,LOF,0.7213961217048906,0.0491196397096993,0.0988396349310318,0.0303075085402719,0.0149828634790248,0.0087770942600486,0.0094300573432827,0.080752745051201,0.0389617262209099,0.3219756460604992,0.7213961217048906,0.0311870875519732,0.008051613333405,0.0101467773121789,189.0,0.013333333,1.0,400.0,400.0,0.0,30000.0,0.0,1.0,0.0,sequence
KDD21,192_UCR_Anomaly_s20101mML2_12000_35774_35874.out,NORMA,0.971380352871556,NORMA,0.971380352871556,NORMA,0.7858657754951287,LOF,0.971380352871556,0.9465547272488182,0.9278391348933632,0.2509513189779719,0.0216395959490791,0.4332348933890949,0.0085913663677785,0.7858657754951287,0.0309636112970183,0.9302696675908324,0.971380352871556,0.9444002787031304,0.924972650884356,0.5434545101393891,108.0,0.0025,1.0,100.0,100.0,0.0,40000.0,0.0,1.0,0.0,sequence
KDD21,197_UCR_Anomaly_tiltAPB1_100000_114283_114350.out,NORMA,0.0022319945328016,LSTM,0.1885716570458563,MP,0.3295055584605982,LOF,0.6017164646866429,0.5426938931280704,0.0247226887214884,0.0023982138808006,0.0011988461815245,0.0039810599937522,0.0008352114175857,0.3295055584605982,0.0022319945328016,0.1885716570458563,0.6017164646866429,0.5422107871007309,0.0037933939100852,0.0007598751912992,243.0,0.000515381,1.0,67.0,67.0,0.0,130001.0,0.0,1.0,0.0,sequence
KDD21,199_UCR_Anomaly_tiltAPB3_40000_114000_114370.out,MP,0.0068031795209722,LSTM,0.7104014904838758,MP,0.0351319628543153,LOF,0.7104014904838758,0.0092001194516035,0.0085425568371094,0.0109422614944888,0.0018630384375026,0.0015070259358641,0.0023754191304591,0.0351319628543153,0.0068031795209722,0.7104014904838758,0.0084283305569652,0.359453848788666,0.0014346729275221,0.0019736274241541,243.0,0.002857386,1.0,370.0,370.0,0.0,129489.0,0.0,1.0,0.0,sequence
KDD21,206_UCR_Anomaly_CHARISten_25130_29080_29140.out,LOF,0.014191801759158,NORMA,0.014191801759158,NORMA,0.0411111178044227,LOF,0.0411111178044227,0.0050976044334169,0.0079132597664691,0.0057041180606463,0.0011593570736165,0.0020719589785141,0.0012306081946024,0.0411111178044227,0.0085704268192217,0.0084861003671182,0.014191801759158,0.0009564300054764,0.0007784966965551,0.0010622620434039,37.0,0.001428571,1.0,60.0,60.0,0.0,42000.0,0.0,1.0,0.0,sequence
KDD21,208_UCR_Anomaly_CHARISten_5130_27929_27989.out,NORMA,0.614428107234644,NORMA,0.614428107234644,NORMA,0.4393009289066055,LOF,0.614428107234644,0.3682769769507479,0.0227731605456053,0.0025438531252545,0.0218359077393531,0.0760899696285387,0.0016846114375458,0.4393009289066055,0.0184756463404228,0.3877881086225481,0.614428107234644,0.0010624350711557,0.1354934232869077,0.0023115468889409,37.0,0.001468069,1.0,60.0,60.0,0.0,40870.0,0.0,1.0,0.0,sequence
KDD21,209_UCR_Anomaly_Fantasia_19000_26970_27270.out,LOF,0.0124425886547214,AE,0.1163654290114689,NORMA,0.1226741590691491,LOF,0.1226741590691491,0.0280978138427004,0.0124425886547214,0.0109210837814993,0.0022627625799836,0.0034482229449189,0.0050480119455464,0.1226741590691491,0.0111025468881861,0.109604988987977,0.1163654290114689,0.0018421067449594,0.0033073382418286,0.0046718854676398,262.0,0.00326087,1.0,300.0,300.0,0.0,92000.0,0.0,1.0,0.0,sequence
KDD21,214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,LOF,0.2167648534517161,LOF,0.0011923890794819,NORMA,0.2167648534517161,LOF,0.2167648534517161,0.0257626787273982,0.0015434561224908,0.0019426195054577,0.0026888130883751,0.0048430153357328,0.0040387639300827,0.2167648534517161,0.0017756571276709,0.0015758078084542,0.0011923890794819,0.003036774976194,0.0068591830765331,0.0026331876605574,125.0,0.002168908,1.0,650.0,650.0,0.0,299690.0,0.0,1.0,0.0,sequence
KDD21,216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370.out,LOF,0.2363780694577963,LOF,0.0017202212689938,NORMA,0.2363780694577963,LOF,0.2363780694577963,0.0961031057267397,0.0068198828761057,0.0019349562212382,0.0335161010871686,0.0227177676089532,0.0035716044305537,0.2363780694577963,0.0019198503121946,0.0022235638882693,0.0017202212689938,0.0477779214507784,0.106606051636778,0.0363204693635463,81.0,0.002167461,1.0,650.0,650.0,0.0,299890.0,0.0,1.0,0.0,sequence
KDD21,219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852.out,LOF,0.8728912861713297,LOF,0.8728912861713297,LOF,0.8728912861713297,LOF,0.8728912861713297,0.0271538969880148,0.0010622939148737,0.0006028416705234,0.0016253095294222,0.0021654503101404,0.0061029730191625,0.8728912861713297,0.0005728825620687,0.0005820353418367,0.0005324816766234,0.0009359314503826,0.0021405092063518,0.0030271332824611,124.0,0.000733725,1.0,220.0,220.0,0.0,299840.0,0.0,1.0,0.0,sequence
KDD21,220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,LOF,0.2639259802708871,LOF,0.0020666137192638,NORMA,0.2639259802708871,LOF,0.2639259802708871,0.095873899687704,0.0652611677952477,0.0027066315872861,0.004892523297892,0.005230125532858,0.0049616550004398,0.2639259802708871,0.0050480836673324,0.0027790533331871,0.0020666137192638,0.0309480252225038,0.0061279464938755,0.010264834674888,200.0,0.002168184,1.0,650.0,650.0,0.0,299790.0,0.0,1.0,0.0,sequence
KDD21,221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.out,LOF,0.1856943529067131,LOF,0.1856943529067131,LOF,0.1856943529067131,LOF,0.1856943529067131,0.0140267277539316,0.010373562872848,0.0054459105439362,0.0041859694742194,0.0039021420689263,0.0035904092526216,0.1856943529067131,0.0054488296417619,0.0080701189334386,0.0157480470807246,0.0469862045640047,0.0037654794862494,0.0052259349688586,64.0,0.004089294,1.0,1220.0,1220.0,0.0,298340.0,0.0,1.0,0.0,sequence
KDD21,224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,LOF,0.0571550323700905,NORMA,0.0571550323700905,NORMA,0.1607315828205946,LOF,0.1607315828205946,0.0049877548349696,0.0032814285091355,0.0232474236729741,0.0021039052362527,0.001827233559742,0.0019412451341384,0.1607315828205946,0.0270260071027511,0.0576011996792932,0.0571550323700905,0.0030414507057757,0.0017104399009407,0.0021245426963378,100.0,0.002503091,1.0,500.0,500.0,0.0,199753.0,0.0,1.0,0.0,sequence
KDD21,227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,MP,0.1761161786270512,LOF,0.0110582470237894,NORMA,0.1761161786270512,LOF,0.1834765344496947,0.2491348089025932,0.1537333567194298,0.116633696700633,0.0009664876283874,0.0012584763365462,0.0019420415529717,0.1761161786270512,0.0032438961404958,0.1834765344496947,0.0110582470237894,0.026132058781958,0.0014922403733189,0.0031621210355303,232.0,0.001686284,1.0,100.0,100.0,0.0,59302.0,0.0,1.0,0.0,sequence
KDD21,230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610.out,POLY,0.0019010484801466,PCA,0.0012429029586023,NORMA,0.0025924408700907,LOF,0.0040509035250384,0.0016516688131505,0.0014064210672225,0.0013419960495476,0.0018274087272569,0.0018706045142739,0.0017602742428766,0.0025924408700907,0.0013422462833813,0.0020981466004563,0.0012429029586023,0.0014451869380255,0.0019010484801466,0.0040509035250384,6.0,0.001694915,1.0,100.0,100.0,0.0,59000.0,0.0,1.0,0.0,sequence
KDD21,231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.out,LOF,0.010448042773864,LOF,0.004518208303774,NORMA,0.010448042773864,LOF,0.010448042773864,0.0038124981000397,0.0050762382197108,0.0048207044112838,0.0029868640109958,0.0041561063083445,0.004677646819124,0.010448042773864,0.0045591635588687,0.0054268476793352,0.004518208303774,0.0044910613547946,0.003597221855593,0.0036914386806451,6.0,0.00440678,1.0,260.0,260.0,0.0,59000.0,0.0,1.0,0.0,sequence
KDD21,236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,LOF,0.0355877252533144,LSTM,0.0039185893738149,NORMA,0.0761484382993028,LOF,0.0761484382993028,0.011251249721605,0.0048133163096687,0.0018979717540513,0.0008179624555232,0.000293327112891,0.0009380287661389,0.0761484382993028,0.0355877252533144,0.0366100638728774,0.0039185893738149,0.0317910585589,0.0002235336194563,0.0005092064553429,115.0,0.000412371,1.0,40.0,40.0,0.0,97000.0,0.0,1.0,0.0,sequence
KDD21,238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,NORMA,0.0111714038670373,LSTM,0.6178075365110989,NORMA,0.035202845406744,LOF,0.6178075365110989,0.1002936180166692,0.0519756898309101,0.0412339491667451,0.0054484662406471,0.0146933566334472,0.004378302021953,0.035202845406744,0.0111714038670373,0.117905635523716,0.6178075365110989,0.0235317047098834,0.0126573826127838,0.0047936542637727,115.0,0.001818182,1.0,180.0,180.0,0.0,99000.0,0.0,1.0,0.0,sequence
KDD21,239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,IFOREST1,0.0310719198828107,LOF,0.0310719198828107,LOF,0.5045095828635852,IFOREST1,0.5045095828635852,0.0131233433279873,0.0006024483505286,0.0002748613986608,0.0031849986802774,0.002879445315527,0.5045095828635852,0.0310719198828107,0.0003775199274152,4.9180614251467006e-05,6.20424492241986e-05,5.5406255830110607e-05,0.0015221723038864,0.0005751516845479,125.0,7.13e-05,1.0,64.0,64.0,0.0,897667.0,0.0,1.0,0.0,sequence
KDD21,242_UCR_Anomaly_tilt12744mtable_100000_104630_104890.out,NORMA,0.3717074193948425,MP,0.3717074193948425,MP,0.0081091982525408,LOF,0.7570134233413804,0.0129723365827682,0.0163427342648158,0.0071472965400739,0.0004646041788861,0.0008401834272539,0.0007286036663916,0.0081091982525408,0.0017632577937081,0.3717074193948425,0.7570134233413804,0.0026957409724443,0.0005526243367392,0.0012212930176004,269.0,0.000906976,1.0,260.0,260.0,0.0,286667.0,0.0,1.0,0.0,sequence
KDD21,243_UCR_Anomaly_tilt12744mtable_100000_203355_203400.out,LOF,0.0274118959582671,MP,0.0274118959582671,MP,0.261685690764747,LOF,0.261685690764747,0.0038168936186327,0.00028014121643,0.0086145010463336,0.0002272390652927,0.0003430751616586,0.0005023927900582,0.261685690764747,0.0039909802444663,0.0274118959582671,0.0019728855893938,0.0026386746388898,0.0005235545914065,0.0005325501995423,250.0,0.000179999,1.0,45.0,45.0,0.0,250001.0,0.0,1.0,0.0,sequence
KDD21,245_UCR_Anomaly_tilt12754table_100211_270800_271070.out,MP,0.1184907381969184,MP,0.1184907381969184,MP,0.1184907381969184,MP,0.1184907381969184,0.0145480720506386,0.0081634441146888,0.001965784873324,0.0052495754749868,0.0108930691586406,0.0013958361294465,0.0310559850729284,0.002656229712083,0.1184907381969184,0.0118980540001812,0.0006883437379907,0.0115906800160029,0.0015877029415388,166.0,0.000903775,1.0,270.0,270.0,0.0,298747.0,0.0,1.0,0.0,sequence
KDD21,249_UCR_Anomaly_weallwalk_2753_8285_8315.out,HBOS,0.0085842206645222,LOF,0.0085842206645222,LOF,0.0085842206645222,LOF,0.1070764509357476,0.0167578827815811,0.0073943728898035,0.008099301068396,0.1070764509357476,0.0028200927590482,0.002652437887899,0.0085842206645222,0.0067270509545352,0.0350419239972612,0.0077030571036131,0.0180885910475394,0.0022584039551926,0.0039471882365924,24.0,0.002850627,1.0,30.0,30.0,0.0,10524.0,0.0,1.0,0.0,sequence
KDD21,250_UCR_Anomaly_weallwalk_2951_7290_7296.out,HBOS,0.0163692340743009,LOF,0.0163692340743009,LOF,0.0163692340743009,LOF,0.1586653520880967,0.0788069409269932,0.0015669626552442,0.0006254821426992,0.1586653520880967,0.0623298930575291,0.003582378896469,0.0163692340743009,0.0008261627178282,0.0325811876796196,0.0009676621655688,0.0014396146179541,0.0037281893052581,0.0035714285714285,24.0,0.000573175,1.0,6.0,6.0,0.0,10468.0,0.0,1.0,0.0,sequence
MGAB,2.test.out,LOF,0.6628341614138015,LOF,0.6628341614138015,LOF,0.6628341614138015,LOF,0.6628341614138015,0.0119041165067128,0.0952118819459921,0.0284851302753737,0.001790334910867,0.0019946373816832,0.0021336868192136,0.6628341614138015,0.0477291971498914,0.3318668540288814,0.0019504943619182,0.0017106440630511,0.0017823478205471,0.0022178121819779,49.0,0.002,10.0,20.0,20.0,0.0,100000.0,0.0,1.0,0.0,sequence
MGAB,4.test.out,LOF,0.6201584647361456,LOF,0.6201584647361456,LOF,0.6201584647361456,LOF,0.6201584647361456,0.0164412568330315,0.0513198335680989,0.0180662291402055,0.0014631680160677,0.0018969255606409,0.0018748213686099,0.6201584647361456,0.0471744748556963,0.5626180620418381,0.0224777826639451,0.0014191881391641,0.0014698701545476,0.0017536853896768,103.0,0.002,10.0,20.0,20.0,0.0,100000.0,0.0,1.0,0.0,sequence
MGAB,6.test.out,LOF,0.5590829190335463,LOF,0.5590829190335463,LOF,0.5590829190335463,LOF,0.5590829190335463,0.0166010844880832,0.1470126190108437,0.0097068521501231,0.002434291707283,0.002567263259113,0.0023452751585193,0.5590829190335463,0.0538919025564023,0.3479468460447712,0.0019505279048958,0.0026025868217188,0.0025021880084392,0.002458681831752,48.0,0.002,10.0,20.0,20.0,0.0,100000.0,0.0,1.0,0.0,sequence
MITDB,109.test.csv@1.out,NORMA,0.4180300570087432,OCSVM,0.9212517896349052,NORMA,0.0623964761286521,LOF,0.9212517896349052,0.2891100858074461,0.7254166031023046,0.0411365225701828,0.0809901185122096,0.0459080921450285,0.0276465346470922,0.0623964761286521,0.0248554707635535,0.2972936386277091,0.9212517896349052,0.4180300570087432,0.037304224886662,0.0145010053624783,235.0,0.018595385,40.0,302.175,305.5,18.6867433,650000.0,0.0,1.0,0.0,sequence
MITDB,111.test.csv@2.out,OCSVM,0.0104057631459157,NORMA,0.0104057631459157,NORMA,0.0006545180530921,LOF,0.1408082476619936,0.0128426914488475,0.020973364935001,0.0012924181155957,0.0030118034605853,0.0037226192646167,0.0019151293047054,0.0006545180530921,0.0010382136128322,0.0026465012196989,0.0104057631459157,0.1408082476619936,0.0018060937268069,0.0005164845740036,125.0,0.000569231,1.0,370.0,370.0,0.0,650000.0,0.0,1.0,0.0,sequence
MITDB,119.test.csv@1.out,PCA,0.5676890942479056,NORMA,0.5676890942479056,NORMA,0.3347450064696006,LOF,0.8062345474760984,0.763130098311197,0.6882271553479989,0.2618908724634621,0.6975784329820021,0.7770978620410234,0.5358205096498664,0.3347450064696006,0.2479921178235679,0.3287273102691328,0.5676890942479056,0.340945808019682,0.8062345474760984,0.4566372150553147,204.0,0.319363077,444.0,467.536036,473.0,30.06421144,650000.0,0.0,1.0,0.0,sequence
MITDB,122.test.csv@1.out,LOF,0.245836869912421,NORMA,0.245836869912421,NORMA,0.9168918387299926,LOF,0.9168918387299926,0.0955346710108243,0.0206891603014881,0.001178539509712,0.0054889346875057,0.0054090846139892,0.0020160636289092,0.9168918387299926,0.0017139742077737,0.2807017689959795,0.245836869912421,0.0084671773814618,0.0072455868410316,0.0008602030611569,249.0,0.000715385,1.0,465.0,465.0,0.0,650000.0,0.0,1.0,0.0,sequence
MITDB,215.test.csv@1.out,NORMA,0.0522735494130045,LOF,0.9608910094857293,NORMA,0.0522735494130045,LOF,0.9608910094857293,0.8556216200449587,0.7627416913003748,0.07682167610799,0.7233746949458375,0.7964525081427054,0.1637743235913475,0.0522735494130045,0.0553217980457658,0.1882537442828684,0.9608910094857293,0.5612904149893139,0.8289414936898144,0.2342704044675708,192.0,0.05888,144.0,265.7777778,241.5,76.43756025,650000.0,0.0,1.0,0.0,sequence
MITDB,219.test.csv@2.out,AE,0.5267905947697925,NORMA,0.5267905947697925,NORMA,0.0997580700170118,LOF,0.5609530303362493,0.2659313941771006,0.5609530303362493,0.1506449908490568,0.1338806447163279,0.1328981877011858,0.1216564699004316,0.0997580700170118,0.1204983752387208,0.1897914246011748,0.5267905947697925,0.4319854669519285,0.1360651931500954,0.0849077021489153,273.0,0.102587692,199.0,335.0854271,339.0,30.28470829,650000.0,0.0,1.0,0.0,sequence
MITDB,221.test.csv@1.out,IFOREST,0.4432773495795412,NORMA,0.4432773495795412,NORMA,0.2183273483299835,LOF,0.7459713712507833,0.7254813265151971,0.4033425578165506,0.189313890547559,0.7064123144008768,0.7459713712507833,0.3689801876718493,0.2183273483299835,0.1597596660409468,0.1653011363815584,0.4432773495795412,0.2559587360511604,0.7288008427593872,0.2972868579804366,174.0,0.201804615,389.0,337.2056555,324.0,62.33377995,650000.0,0.0,1.0,0.0,sequence
MITDB,234.test.csv@1.out,NORMA,0.3622175362112888,NORMA,0.3622175362112888,NORMA,0.2095539148274265,LOF,0.3622175362112888,0.0544073670648988,0.2129198385192627,0.0348565190371223,0.0200716026259423,0.0269304945624709,0.0161984323684463,0.2095539148274265,0.0294404582715662,0.1714601487159515,0.3622175362112888,0.2071334938120339,0.0328175154598615,0.0198025923107032,234.0,0.01584,4.0,2574.0,318.5,3913.862095,650000.0,0.0,1.0,0.0,sequence
MITDB,234.test.csv@2.out,NORMA,0.183857333707117,AE,0.3320393343208262,NORMA,0.0676585934463535,LOF,0.3320393343208262,0.1089613182906793,0.183857333707117,0.0391834249309664,0.0179708987672759,0.0235220088048552,0.0189611255849884,0.0676585934463535,0.0185574597555153,0.0621821174712657,0.3320393343208262,0.1999530153387733,0.0668129266929967,0.0500675870500522,234.0,0.01584,4.0,2574.0,318.5,3913.862095,650000.0,0.0,1.0,0.0,sequence
NAB,NAB_data_CloudWatch_11.out,POLY,0.6623868629143796,POLY,0.6103403577645273,HBOS,0.6103403577645273,HBOS,0.6623868629143796,0.3206941478344502,0.1623699234339551,0.081688662090945,0.6103403577645273,0.2339089006925941,0.1747443568671673,0.2826153913316203,0.1027346730986062,0.1195122325199992,0.2478324809521006,0.2219322319098882,0.4728727541071938,0.6623868629143796,50.0,0.099727115,1.0,402.0,402.0,0.0,4031.0,0.0,1.0,0.0,sequence
NAB,NAB_data_CloudWatch_12.out,PCA,0.4408458333113405,IFOREST,0.4318815127306234,HBOS,0.4318815127306234,HBOS,0.5506041704785856,0.3378291072749214,0.2243335459281878,0.1366909703394228,0.4318815127306234,0.4408458333113405,0.148336975263097,0.0511396850569074,0.1015287271325321,0.3036975298966483,0.2293429628456029,0.2456752933797169,0.5506041704785856,0.252054006742981,11.0,0.099809685,2.0,236.0,236.0,0.0,4729.0,0.0,1.0,0.0,sequence
NAB,NAB_data_CloudWatch_13.out,PCA,0.2569312601916788,IFOREST,0.2122327967248112,HBOS,0.2358537169031666,LOF,0.5200612860684479,0.1635016864717235,0.0551831573509284,0.0927399467698381,0.2122327967248112,0.2569312601916788,0.1202630424211813,0.2358537169031666,0.0919494182041203,0.0581453382268559,0.1651939534315822,0.0599454893192498,0.5200612860684479,0.2351766615735089,125.0,0.09923096,2.0,200.0,200.0,0.0,4031.0,0.0,1.0,0.0,sequence
NAB,NAB_data_CloudWatch_14.out,POLY,0.3808480714246516,POLY,0.0936102687073688,PCA,0.116839247955522,LOF,0.3808480714246516,0.2264877388076588,0.1711359875227383,0.1303241369333663,0.1077404461841689,0.2705977821525535,0.1091802997289769,0.116839247955522,0.1079163414304577,0.0911206184569684,0.2281194895233926,0.1205798591276484,0.0936102687073688,0.3808480714246516,16.0,0.1,3.0,154.0,154.0,0.0,4620.0,0.0,1.0,0.0,sequence
